userId,movieId,score,rank,eval_window,window_start,window_end,n_eval_ratings
103,527,5.440125,1,2,2010-07-30,2010-08-30,20
103,593,5.390851,2,2,2010-07-30,2010-08-30,20
103,904,5.317107,3,2,2010-07-30,2010-08-30,20
103,750,5.204098,4,2,2010-07-30,2010-08-30,20
103,1242,5.203869,5,2,2010-07-30,2010-08-30,20
103,1234,5.189679,6,2,2010-07-30,2010-08-30,20
103,1201,5.132189,7,2,2010-07-30,2010-08-30,20
103,150,5.130452,8,2,2010-07-30,2010-08-30,20
103,2716,5.096049,9,2,2010-07-30,2010-08-30,20
103,1250,5.082996,10,2,2010-07-30,2010-08-30,20
103,1617,5.069613,11,2,2010-07-30,2010-08-30,20
103,47,5.060162,12,2,2010-07-30,2010-08-30,20
103,1204,5.057413,13,2,2010-07-30,2010-08-30,20
103,1036,5.056525,14,2,2010-07-30,2010-08-30,20
103,541,5.051099,15,2,2010-07-30,2010-08-30,20
103,592,5.046617,16,2,2010-07-30,2010-08-30,20
103,2028,5.043905,17,2,2010-07-30,2010-08-30,20
103,4973,5.041074,18,2,2010-07-30,2010-08-30,20
103,30749,5.039221,19,2,2010-07-30,2010-08-30,20
103,1293,5.037583,20,2,2010-07-30,2010-08-30,20
103,1953,5.0033,21,2,2010-07-30,2010-08-30,20
103,3360,5.002298,22,2,2010-07-30,2010-08-30,20
103,780,4.991439,23,2,2010-07-30,2010-08-30,20
103,2918,4.989974,24,2,2010-07-30,2010-08-30,20
103,924,4.979827,25,2,2010-07-30,2010-08-30,20
103,3100,4.97418,26,2,2010-07-30,2010-08-30,20
103,1214,4.968847,27,2,2010-07-30,2010-08-30,20
103,590,4.953953,28,2,2010-07-30,2010-08-30,20
103,6787,4.939732,29,2,2010-07-30,2010-08-30,20
103,1233,4.938609,30,2,2010-07-30,2010-08-30,20
103,1208,4.936414,31,2,2010-07-30,2010-08-30,20
103,1219,4.928407,32,2,2010-07-30,2010-08-30,20
103,1304,4.927098,33,2,2010-07-30,2010-08-30,20
103,1961,4.926804,34,2,2010-07-30,2010-08-30,20
103,2502,4.916048,35,2,2010-07-30,2010-08-30,20
103,59315,4.91468,36,2,2010-07-30,2010-08-30,20
103,1957,4.910458,37,2,2010-07-30,2010-08-30,20
103,1258,4.903918,38,2,2010-07-30,2010-08-30,20
103,1721,4.889109,39,2,2010-07-30,2010-08-30,20
103,1299,4.884046,40,2,2010-07-30,2010-08-30,20
103,1240,4.882611,41,2,2010-07-30,2010-08-30,20
103,1252,4.88006,42,2,2010-07-30,2010-08-30,20
103,1267,4.877882,43,2,2010-07-30,2010-08-30,20
103,3256,4.872028,44,2,2010-07-30,2010-08-30,20
103,2371,4.871222,45,2,2010-07-30,2010-08-30,20
103,1272,4.870368,46,2,2010-07-30,2010-08-30,20
