userId,movieId,score,rank,eval_window,window_start,window_end,n_eval_ratings
245,169220,8.103802,1,3,2018-08-30,2018-09-30,1
245,173939,7.943449,2,3,2018-08-30,2018-09-30,1
245,173369,7.802351,3,3,2018-08-30,2018-09-30,1
245,173197,7.80195,4,3,2018-08-30,2018-09-30,1
245,178335,7.797561,5,3,2018-08-30,2018-09-30,1
245,172009,7.774876,6,3,2018-08-30,2018-09-30,1
245,178401,7.72716,7,3,2018-08-30,2018-09-30,1
245,171253,7.709782,8,3,2018-08-30,2018-09-30,1
245,183497,7.688553,9,3,2018-08-30,2018-09-30,1
245,181315,7.681745,10,3,2018-08-30,2018-09-30,1
245,183613,7.678285,11,3,2018-08-30,2018-09-30,1
245,168806,7.663676,12,3,2018-08-30,2018-09-30,1
245,179709,7.65317,13,3,2018-08-30,2018-09-30,1
245,171765,7.651921,14,3,2018-08-30,2018-09-30,1
245,166788,7.617138,15,3,2018-08-30,2018-09-30,1
245,174727,7.55918,16,3,2018-08-30,2018-09-30,1
245,182479,7.551741,17,3,2018-08-30,2018-09-30,1
245,170635,7.5387,18,3,2018-08-30,2018-09-30,1
245,74754,7.522613,19,3,2018-08-30,2018-09-30,1
245,179119,7.510968,20,3,2018-08-30,2018-09-30,1
245,182783,7.508445,21,3,2018-08-30,2018-09-30,1
245,170355,7.506284,22,3,2018-08-30,2018-09-30,1
245,169764,7.505305,23,3,2018-08-30,2018-09-30,1
245,164411,7.50116,24,3,2018-08-30,2018-09-30,1
245,179135,7.49764,25,3,2018-08-30,2018-09-30,1
245,183437,7.495101,26,3,2018-08-30,2018-09-30,1
245,178061,7.476799,27,3,2018-08-30,2018-09-30,1
245,180297,7.468807,28,3,2018-08-30,2018-09-30,1
245,184469,7.465892,29,3,2018-08-30,2018-09-30,1
245,4144,7.464842,30,3,2018-08-30,2018-09-30,1
245,179811,7.464445,31,3,2018-08-30,2018-09-30,1
245,187717,7.454948,32,3,2018-08-30,2018-09-30,1
245,174859,7.449603,33,3,2018-08-30,2018-09-30,1
245,181671,7.449226,34,3,2018-08-30,2018-09-30,1
245,179133,7.444681,35,3,2018-08-30,2018-09-30,1
245,179295,7.443307,36,3,2018-08-30,2018-09-30,1
245,167248,7.442705,37,3,2018-08-30,2018-09-30,1
245,168610,7.430156,38,3,2018-08-30,2018-09-30,1
245,170151,7.428842,39,3,2018-08-30,2018-09-30,1
245,168330,7.394159,40,3,2018-08-30,2018-09-30,1
245,171983,7.393019,41,3,2018-08-30,2018-09-30,1
245,171583,7.386083,42,3,2018-08-30,2018-09-30,1
245,171759,7.376994,43,3,2018-08-30,2018-09-30,1
245,184721,7.375812,44,3,2018-08-30,2018-09-30,1
245,62115,7.371891,45,3,2018-08-30,2018-09-30,1
245,169218,7.365157,46,3,2018-08-30,2018-09-30,1
245,183695,7.364634,47,3,2018-08-30,2018-09-30,1
245,183869,7.359552,48,3,2018-08-30,2018-09-30,1
245,167794,7.359198,49,3,2018-08-30,2018-09-30,1
245,151113,7.353301,50,3,2018-08-30,2018-09-30,1
991,235,7.693511,1,3,2018-08-30,2018-09-30,2
991,2294,7.186405,2,3,2018-08-30,2018-09-30,2
991,111,7.178275,3,3,2018-08-30,2018-09-30,2
991,1345,7.145623,4,3,2018-08-30,2018-09-30,2
991,1,7.061921,5,3,2018-08-30,2018-09-30,2
991,1252,7.056714,6,3,2018-08-30,2018-09-30,2
991,1997,7.055766,7,3,2018-08-30,2018-09-30,2
991,3499,6.967428,8,3,2018-08-30,2018-09-30,2
991,1281,6.961999,9,3,2018-08-30,2018-09-30,2
991,2640,6.895229,10,3,2018-08-30,2018-09-30,2
991,1298,6.805915,11,3,2018-08-30,2018-09-30,2
991,3476,6.801699,12,3,2018-08-30,2018-09-30,2
991,3742,6.794923,13,3,2018-08-30,2018-09-30,2
991,3751,6.765337,14,3,2018-08-30,2018-09-30,2
991,923,6.736253,15,3,2018-08-30,2018-09-30,2
991,3676,6.723083,16,3,2018-08-30,2018-09-30,2
991,1347,6.671935,17,3,2018-08-30,2018-09-30,2
991,4105,6.665301,18,3,2018-08-30,2018-09-30,2
991,6530,6.661999,19,3,2018-08-30,2018-09-30,2
991,928,6.654856,20,3,2018-08-30,2018-09-30,2
991,1073,6.633984,21,3,2018-08-30,2018-09-30,2
991,158,6.616307,22,3,2018-08-30,2018-09-30,2
991,2118,6.61249,23,3,2018-08-30,2018-09-30,2
991,1673,6.607754,24,3,2018-08-30,2018-09-30,2
991,720,6.581407,25,3,2018-08-30,2018-09-30,2
991,2010,6.569519,26,3,2018-08-30,2018-09-30,2
991,300,6.564973,27,3,2018-08-30,2018-09-30,2
991,78499,6.527764,28,3,2018-08-30,2018-09-30,2
991,3016,6.520257,29,3,2018-08-30,2018-09-30,2
991,1206,6.486193,30,3,2018-08-30,2018-09-30,2
991,3471,6.48536,31,3,2018-08-30,2018-09-30,2
991,1377,6.469338,32,3,2018-08-30,2018-09-30,2
991,2160,6.468888,33,3,2018-08-30,2018-09-30,2
991,1240,6.460575,34,3,2018-08-30,2018-09-30,2
991,1327,6.454649,35,3,2018-08-30,2018-09-30,2
991,2717,6.452931,36,3,2018-08-30,2018-09-30,2
991,2366,6.446329,37,3,2018-08-30,2018-09-30,2
991,2355,6.443529,38,3,2018-08-30,2018-09-30,2
991,1982,6.434679,39,3,2018-08-30,2018-09-30,2
991,2648,6.416614,40,3,2018-08-30,2018-09-30,2
991,2746,6.403879,41,3,2018-08-30,2018-09-30,2
991,2664,6.396555,42,3,2018-08-30,2018-09-30,2
991,968,6.391016,43,3,2018-08-30,2018-09-30,2
991,1258,6.390896,44,3,2018-08-30,2018-09-30,2
991,25771,6.380965,45,3,2018-08-30,2018-09-30,2
991,1261,6.380958,46,3,2018-08-30,2018-09-30,2
991,2459,6.379276,47,3,2018-08-30,2018-09-30,2
991,3683,6.375384,48,3,2018-08-30,2018-09-30,2
991,49932,6.365791,49,3,2018-08-30,2018-09-30,2
991,2691,6.362601,50,3,2018-08-30,2018-09-30,2
1235,68205,7.879346,1,3,2018-08-30,2018-09-30,3
1235,3355,7.335258,2,3,2018-08-30,2018-09-30,3
1235,134170,7.27968,3,3,2018-08-30,2018-09-30,3
1235,6709,7.22646,4,3,2018-08-30,2018-09-30,3
1235,93805,7.171128,5,3,2018-08-30,2018-09-30,3
1235,85412,7.15899,6,3,2018-08-30,2018-09-30,3
1235,42718,7.146168,7,3,2018-08-30,2018-09-30,3
1235,7439,7.104581,8,3,2018-08-30,2018-09-30,3
1235,40148,7.094435,9,3,2018-08-30,2018-09-30,3
1235,99437,7.077982,10,3,2018-08-30,2018-09-30,3
1235,69275,7.011097,11,3,2018-08-30,2018-09-30,3
1235,71254,7.008188,12,3,2018-08-30,2018-09-30,3
1235,89030,6.970109,13,3,2018-08-30,2018-09-30,3
1235,142509,6.952349,14,3,2018-08-30,2018-09-30,3
1235,72171,6.946203,15,3,2018-08-30,2018-09-30,3
1235,93563,6.934422,16,3,2018-08-30,2018-09-30,3
1235,7235,6.929863,17,3,2018-08-30,2018-09-30,3
1235,70,6.902853,18,3,2018-08-30,2018-09-30,3
1235,63,6.899092,19,3,2018-08-30,2018-09-30,3
1235,27022,6.899024,20,3,2018-08-30,2018-09-30,3
1235,2428,6.881524,21,3,2018-08-30,2018-09-30,3
1235,88235,6.87804,22,3,2018-08-30,2018-09-30,3
1235,53953,6.863124,23,3,2018-08-30,2018-09-30,3
1235,90345,6.846973,24,3,2018-08-30,2018-09-30,3
1235,148671,6.829084,25,3,2018-08-30,2018-09-30,3
1235,78266,6.816341,26,3,2018-08-30,2018-09-30,3
1235,2505,6.813099,27,3,2018-08-30,2018-09-30,3
1235,80363,6.804271,28,3,2018-08-30,2018-09-30,3
1235,3328,6.800859,29,3,2018-08-30,2018-09-30,3
1235,27801,6.795749,30,3,2018-08-30,2018-09-30,3
1235,6290,6.784572,31,3,2018-08-30,2018-09-30,3
1235,74668,6.767428,32,3,2018-08-30,2018-09-30,3
1235,96815,6.76386,33,3,2018-08-30,2018-09-30,3
1235,91485,6.761799,34,3,2018-08-30,2018-09-30,3
1235,6952,6.75831,35,3,2018-08-30,2018-09-30,3
1235,54995,6.753863,36,3,2018-08-30,2018-09-30,3
1235,66785,6.751101,37,3,2018-08-30,2018-09-30,3
1235,33437,6.750672,38,3,2018-08-30,2018-09-30,3
1235,70206,6.750209,39,3,2018-08-30,2018-09-30,3
1235,73268,6.746599,40,3,2018-08-30,2018-09-30,3
