userId,movieId,score,rank,eval_window,window_start,window_end,n_eval_ratings
141,133771,6.832899,1,5,2018-10-30,2018-11-30,6
141,156605,6.653551,2,5,2018-10-30,2018-11-30,6
141,72720,6.606565,3,5,2018-10-30,2018-11-30,6
141,77307,6.593491,4,5,2018-10-30,2018-11-30,6
141,90376,6.582532,5,5,2018-10-30,2018-11-30,6
141,108727,6.576592,6,5,2018-10-30,2018-11-30,6
141,168610,6.567693,7,5,2018-10-30,2018-11-30,6
141,107771,6.54283,8,5,2018-10-30,2018-11-30,6
141,4144,6.533014,9,5,2018-10-30,2018-11-30,6
141,108981,6.516128,10,5,2018-10-30,2018-11-30,6
141,116897,6.48923,11,5,2018-10-30,2018-11-30,6
141,98056,6.478518,12,5,2018-10-30,2018-11-30,6
141,103980,6.459905,13,5,2018-10-30,2018-11-30,6
141,133645,6.45048,14,5,2018-10-30,2018-11-30,6
141,86320,6.431879,15,5,2018-10-30,2018-11-30,6
141,158972,6.405246,16,5,2018-10-30,2018-11-30,6
141,161966,6.404283,17,5,2018-10-30,2018-11-30,6
141,55814,6.395541,18,5,2018-10-30,2018-11-30,6
141,103984,6.394837,19,5,2018-10-30,2018-11-30,6
141,100714,6.379907,20,5,2018-10-30,2018-11-30,6
141,181315,6.371689,21,5,2018-10-30,2018-11-30,6
141,177689,6.368759,22,5,2018-10-30,2018-11-30,6
141,173197,6.364264,23,5,2018-10-30,2018-11-30,6
141,102800,6.359456,24,5,2018-10-30,2018-11-30,6
141,87234,6.352647,25,5,2018-10-30,2018-11-30,6
141,62511,6.351227,26,5,2018-10-30,2018-11-30,6
141,139855,6.337758,27,5,2018-10-30,2018-11-30,6
141,90531,6.330984,28,5,2018-10-30,2018-11-30,6
141,134214,6.326406,29,5,2018-10-30,2018-11-30,6
141,7371,6.321793,30,5,2018-10-30,2018-11-30,6
141,116138,6.30774,31,5,2018-10-30,2018-11-30,6
141,8638,6.305615,32,5,2018-10-30,2018-11-30,6
141,307,6.301795,33,5,2018-10-30,2018-11-30,6
141,306,6.295746,34,5,2018-10-30,2018-11-30,6
141,89759,6.285594,35,5,2018-10-30,2018-11-30,6
141,118900,6.280155,36,5,2018-10-30,2018-11-30,6
141,86781,6.268622,37,5,2018-10-30,2018-11-30,6
141,127108,6.267443,38,5,2018-10-30,2018-11-30,6
141,151113,6.267182,39,5,2018-10-30,2018-11-30,6
141,157318,6.264124,40,5,2018-10-30,2018-11-30,6
141,172009,6.252074,41,5,2018-10-30,2018-11-30,6
141,215,6.246569,42,5,2018-10-30,2018-11-30,6
141,114342,6.244155,43,5,2018-10-30,2018-11-30,6
141,158966,6.242514,44,5,2018-10-30,2018-11-30,6
141,164949,6.24068,45,5,2018-10-30,2018-11-30,6
141,112290,6.23805,46,5,2018-10-30,2018-11-30,6
141,80969,6.231968,47,5,2018-10-30,2018-11-30,6
141,112421,6.226079,48,5,2018-10-30,2018-11-30,6
141,177651,6.219859,49,5,2018-10-30,2018-11-30,6
141,117881,6.208255,50,5,2018-10-30,2018-11-30,6
328,90717,6.318436,1,5,2018-10-30,2018-11-30,42
328,2496,6.097328,2,5,2018-10-30,2018-11-30,42
328,6535,6.081933,3,5,2018-10-30,2018-11-30,42
328,96417,6.080423,4,5,2018-10-30,2018-11-30,42
328,6764,6.080323,5,5,2018-10-30,2018-11-30,42
328,170399,6.070662,6,5,2018-10-30,2018-11-30,42
328,160080,6.070262,7,5,2018-10-30,2018-11-30,42
328,160271,6.063311,8,5,2018-10-30,2018-11-30,42
328,1833,6.056428,9,5,2018-10-30,2018-11-30,42
328,5420,6.046766,10,5,2018-10-30,2018-11-30,42
328,160563,6.028666,11,5,2018-10-30,2018-11-30,42
328,101362,6.019016,12,5,2018-10-30,2018-11-30,42
328,111617,6.015242,13,5,2018-10-30,2018-11-30,42
328,79185,5.985363,14,5,2018-10-30,2018-11-30,42
328,149352,5.982117,15,5,2018-10-30,2018-11-30,42
328,74580,5.970263,16,5,2018-10-30,2018-11-30,42
328,165347,5.968004,17,5,2018-10-30,2018-11-30,42
