userId,movieId,score,rank,eval_window,window_start,window_end,n_eval_ratings
245,181315,6.420514,1,4,2018-09-30,2018-10-30,1
245,168610,6.383333,2,4,2018-09-30,2018-10-30,1
245,178061,6.360708,3,4,2018-09-30,2018-10-30,1
245,173197,6.357174,4,4,2018-09-30,2018-10-30,1
245,177237,6.325376,5,4,2018-09-30,2018-10-30,1
245,179119,6.305988,6,4,2018-09-30,2018-10-30,1
245,180297,6.226511,7,4,2018-09-30,2018-10-30,1
245,177615,6.220501,8,4,2018-09-30,2018-10-30,1
245,173369,6.213456,9,4,2018-09-30,2018-10-30,1
245,174727,6.196092,10,4,2018-09-30,2018-10-30,1
245,171759,6.190064,11,4,2018-09-30,2018-10-30,1
245,156605,6.188979,12,4,2018-09-30,2018-10-30,1
245,180497,6.181562,13,4,2018-09-30,2018-10-30,1
245,171765,6.160908,14,4,2018-09-30,2018-10-30,1
245,172009,6.146693,15,4,2018-09-30,2018-10-30,1
245,179133,6.146365,16,4,2018-09-30,2018-10-30,1
245,182825,6.13104,17,4,2018-09-30,2018-10-30,1
245,177497,6.122059,18,4,2018-09-30,2018-10-30,1
245,185029,6.104064,19,4,2018-09-30,2018-10-30,1
245,168122,6.096027,20,4,2018-09-30,2018-10-30,1
245,168608,6.091768,21,4,2018-09-30,2018-10-30,1
245,169220,6.089324,22,4,2018-09-30,2018-10-30,1
245,183897,6.088474,23,4,2018-09-30,2018-10-30,1
245,178335,6.06097,24,4,2018-09-30,2018-10-30,1
245,183869,6.060038,25,4,2018-09-30,2018-10-30,1
245,166788,6.056867,26,4,2018-09-30,2018-10-30,1
245,166024,6.040847,27,4,2018-09-30,2018-10-30,1
245,183613,6.027689,28,4,2018-09-30,2018-10-30,1
245,183611,6.021433,29,4,2018-09-30,2018-10-30,1
245,168330,6.009598,30,4,2018-09-30,2018-10-30,1
245,180045,5.986622,31,4,2018-09-30,2018-10-30,1
245,173939,5.972577,32,4,2018-09-30,2018-10-30,1
245,181671,5.966082,33,4,2018-09-30,2018-10-30,1
245,158783,5.964022,34,4,2018-09-30,2018-10-30,1
245,185473,5.949735,35,4,2018-09-30,2018-10-30,1
245,151113,5.945908,36,4,2018-09-30,2018-10-30,1
245,178401,5.930359,37,4,2018-09-30,2018-10-30,1
245,179135,5.92958,38,4,2018-09-30,2018-10-30,1
245,158972,5.925786,39,4,2018-09-30,2018-10-30,1
245,177239,5.924787,40,4,2018-09-30,2018-10-30,1
245,178667,5.916603,41,4,2018-09-30,2018-10-30,1
245,179817,5.914577,42,4,2018-09-30,2018-10-30,1
245,167832,5.911793,43,4,2018-09-30,2018-10-30,1
245,170945,5.89998,44,4,2018-09-30,2018-10-30,1
245,169900,5.897316,45,4,2018-09-30,2018-10-30,1
245,179221,5.896044,46,4,2018-09-30,2018-10-30,1
245,175659,5.895728,47,4,2018-09-30,2018-10-30,1
245,161966,5.886292,48,4,2018-09-30,2018-10-30,1
245,179085,5.88249,49,4,2018-09-30,2018-10-30,1
245,169218,5.882188,50,4,2018-09-30,2018-10-30,1
328,90717,6.318436,1,4,2018-09-30,2018-10-30,6
328,2496,6.097328,2,4,2018-09-30,2018-10-30,6
328,6535,6.081933,3,4,2018-09-30,2018-10-30,6
328,96417,6.080423,4,4,2018-09-30,2018-10-30,6
328,6764,6.080323,5,4,2018-09-30,2018-10-30,6
328,170399,6.070662,6,4,2018-09-30,2018-10-30,6
328,160080,6.070262,7,4,2018-09-30,2018-10-30,6
328,160271,6.063311,8,4,2018-09-30,2018-10-30,6
328,1833,6.056428,9,4,2018-09-30,2018-10-30,6
328,5420,6.046766,10,4,2018-09-30,2018-10-30,6
328,160563,6.028666,11,4,2018-09-30,2018-10-30,6
328,101362,6.019016,12,4,2018-09-30,2018-10-30,6
328,111617,6.015242,13,4,2018-09-30,2018-10-30,6
328,79185,5.985363,14,4,2018-09-30,2018-10-30,6
328,149352,5.982117,15,4,2018-09-30,2018-10-30,6
328,74580,5.970263,16,4,2018-09-30,2018-10-30,6
328,165347,5.968004,17,4,2018-09-30,2018-10-30,6
328,82852,5.967482,18,4,2018-09-30,2018-10-30,6
328,156607,5.966382,19,4,2018-09-30,2018-10-30,6
328,112911,5.963433,20,4,2018-09-30,2018-10-30,6
328,4238,5.956444,21,4,2018-09-30,2018-10-30,6
328,7482,5.949952,22,4,2018-09-30,2018-10-30,6
328,78469,5.928112,23,4,2018-09-30,2018-10-30,6
328,69306,5.924005,24,4,2018-09-30,2018-10-30,6
328,7573,5.922093,25,4,2018-09-30,2018-10-30,6
328,7381,5.920293,26,4,2018-09-30,2018-10-30,6
328,85056,5.920039,27,4,2018-09-30,2018-10-30,6
328,34534,5.899335,28,4,2018-09-30,2018-10-30,6
328,108156,5.894411,29,4,2018-09-30,2018-10-30,6
328,94405,5.893619,30,4,2018-09-30,2018-10-30,6
328,3248,5.893361,31,4,2018-09-30,2018-10-30,6
328,7376,5.889617,32,4,2018-09-30,2018-10-30,6
328,65802,5.888358,33,4,2018-09-30,2018-10-30,6
328,75805,5.888061,34,4,2018-09-30,2018-10-30,6
328,7362,5.887868,35,4,2018-09-30,2018-10-30,6
328,101025,5.887832,36,4,2018-09-30,2018-10-30,6
328,59421,5.886807,37,4,2018-09-30,2018-10-30,6
328,174815,5.885254,38,4,2018-09-30,2018-10-30,6
328,87483,5.88009,39,4,2018-09-30,2018-10-30,6
328,161580,5.878514,40,4,2018-09-30,2018-10-30,6
328,103655,5.878438,41,4,2018-09-30,2018-10-30,6
328,5103,5.877159,42,4,2018-09-30,2018-10-30,6
328,72701,5.876892,43,4,2018-09-30,2018-10-30,6
328,3646,5.876831,44,4,2018-09-30,2018-10-30,6
328,183011,5.876222,45,4,2018-09-30,2018-10-30,6
328,52694,5.872225,46,4,2018-09-30,2018-10-30,6
328,94780,5.871454,47,4,2018-09-30,2018-10-30,6
328,95207,5.869638,48,4,2018-09-30,2018-10-30,6
328,5803,5.86769,49,4,2018-09-30,2018-10-30,6
328,1911,5.864666,50,4,2018-09-30,2018-10-30,6
339,296,5.741861,1,4,2018-09-30,2018-10-30,5
339,2329,5.653625,2,4,2018-09-30,2018-10-30,5
339,112556,5.653522,3,4,2018-09-30,2018-10-30,5
339,4848,5.617475,4,4,2018-09-30,2018-10-30,5
339,48516,5.614143,5,4,2018-09-30,2018-10-30,5
339,106782,5.601807,6,4,2018-09-30,2018-10-30,5
339,99114,5.591303,7,4,2018-09-30,2018-10-30,5
339,593,5.583107,8,4,2018-09-30,2018-10-30,5
339,112552,5.582252,9,4,2018-09-30,2018-10-30,5
339,96829,5.55789,10,4,2018-09-30,2018-10-30,5
339,2571,5.551665,11,4,2018-09-30,2018-10-30,5
339,47,5.547049,12,4,2018-09-30,2018-10-30,5
339,3535,5.540275,13,4,2018-09-30,2018-10-30,5
339,1625,5.532357,14,4,2018-09-30,2018-10-30,5
339,68157,5.532235,15,4,2018-09-30,2018-10-30,5
339,81591,5.527995,16,4,2018-09-30,2018-10-30,5
339,2542,5.525582,17,4,2018-09-30,2018-10-30,5
339,48774,5.519164,18,4,2018-09-30,2018-10-30,5
339,6870,5.516079,19,4,2018-09-30,2018-10-30,5
339,109374,5.513382,20,4,2018-09-30,2018-10-30,5
339,6016,5.5132,21,4,2018-09-30,2018-10-30,5
339,7438,5.512598,22,4,2018-09-30,2018-10-30,5
339,68237,5.506662,23,4,2018-09-30,2018-10-30,5
339,55820,5.506185,24,4,2018-09-30,2018-10-30,5
339,51540,5.503154,25,4,2018-09-30,2018-10-30,5
339,1089,5.496941,26,4,2018-09-30,2018-10-30,5
339,27773,5.489097,27,4,2018-09-30,2018-10-30,5
339,4011,5.479836,28,4,2018-09-30,2018-10-30,5
339,115713,5.479243,29,4,2018-09-30,2018-10-30,5
339,106100,5.47196,30,4,2018-09-30,2018-10-30,5
339,115569,5.465852,31,4,2018-09-30,2018-10-30,5
339,57669,5.464981,32,4,2018-09-30,2018-10-30,5
339,104879,5.454632,33,4,2018-09-30,2018-10-30,5
339,88129,5.454167,34,4,2018-09-30,2018-10-30,5
339,1193,5.449442,35,4,2018-09-30,2018-10-30,5
339,1682,5.44569,36,4,2018-09-30,2018-10-30,5
339,106920,5.442342,37,4,2018-09-30,2018-10-30,5
