userId,movieId,score,rank,eval_window,window_start,window_end,n_eval_ratings
103,26587,4.640281,1,2,2010-07-30,2010-08-30,20
103,6669,4.56957,2,2,2010-07-30,2010-08-30,20
103,7767,4.548207,3,2,2010-07-30,2010-08-30,20
103,2360,4.540886,4,2,2010-07-30,2010-08-30,20
103,2019,4.526418,5,2,2010-07-30,2010-08-30,20
103,2324,4.519739,6,2,2010-07-30,2010-08-30,20
103,66934,4.510945,7,2,2010-07-30,2010-08-30,20
103,3677,4.509659,8,2,2010-07-30,2010-08-30,20
103,7587,4.50497,9,2,2010-07-30,2010-08-30,20
103,1218,4.504084,10,2,2010-07-30,2010-08-30,20
103,4422,4.497151,11,2,2010-07-30,2010-08-30,20
103,1237,4.490161,12,2,2010-07-30,2010-08-30,20
103,73881,4.476945,13,2,2010-07-30,2010-08-30,20
103,1232,4.473341,14,2,2010-07-30,2010-08-30,20
103,97,4.465199,15,2,2010-07-30,2010-08-30,20
103,5618,4.46389,16,2,2010-07-30,2010-08-30,20
103,7396,4.462615,17,2,2010-07-30,2010-08-30,20
103,4873,4.460679,18,2,2010-07-30,2010-08-30,20
103,7013,4.460601,19,2,2010-07-30,2010-08-30,20
103,1201,4.458563,20,2,2010-07-30,2010-08-30,20
103,750,4.453303,21,2,2010-07-30,2010-08-30,20
103,49917,4.44988,22,2,2010-07-30,2010-08-30,20
103,3030,4.445753,23,2,2010-07-30,2010-08-30,20
103,7505,4.443358,24,2,2010-07-30,2010-08-30,20
103,4973,4.44156,25,2,2010-07-30,2010-08-30,20
103,7327,4.44066,26,2,2010-07-30,2010-08-30,20
103,7766,4.432846,27,2,2010-07-30,2010-08-30,20
103,527,4.43081,28,2,2010-07-30,2010-08-30,20
103,3819,4.43065,29,2,2010-07-30,2010-08-30,20
103,4427,4.424607,30,2,2010-07-30,2010-08-30,20
103,7371,4.424208,31,2,2010-07-30,2010-08-30,20
103,71108,4.423252,32,2,2010-07-30,2010-08-30,20
103,36363,4.42106,33,2,2010-07-30,2010-08-30,20
103,7669,4.418312,34,2,2010-07-30,2010-08-30,20
103,27033,4.415176,35,2,2010-07-30,2010-08-30,20
103,26082,4.414145,36,2,2010-07-30,2010-08-30,20
103,1281,4.413902,37,2,2010-07-30,2010-08-30,20
103,4914,4.40899,38,2,2010-07-30,2010-08-30,20
103,1217,4.406453,39,2,2010-07-30,2010-08-30,20
103,3000,4.406392,40,2,2010-07-30,2010-08-30,20
103,293,4.40311,41,2,2010-07-30,2010-08-30,20
103,6643,4.401902,42,2,2010-07-30,2010-08-30,20
103,1244,4.399405,43,2,2010-07-30,2010-08-30,20
103,904,4.398443,44,2,2010-07-30,2010-08-30,20
103,44555,4.397719,45,2,2010-07-30,2010-08-30,20
103,2351,4.395941,46,2,2010-07-30,2010-08-30,20
103,5971,4.392823,47,2,2010-07-30,2010-08-30,20
103,7099,4.392756,48,2,2010-07-30,2010-08-30,20
103,7981,4.389056,49,2,2010-07-30,2010-08-30,20
103,8128,4.388652,50,2,2010-07-30,2010-08-30,20
335,26587,4.766397,1,2,2010-07-30,2010-08-30,1
335,318,4.719536,2,2,2010-07-30,2010-08-30,1
335,6669,4.695971,3,2,2010-07-30,2010-08-30,1
335,7767,4.672857,4,2,2010-07-30,2010-08-30,1
335,2360,4.66597,5,2,2010-07-30,2010-08-30,1
335,2019,4.651501,6,2,2010-07-30,2010-08-30,1
335,858,4.645257,7,2,2010-07-30,2010-08-30,1
335,2324,4.644406,8,2,2010-07-30,2010-08-30,1
335,296,4.638304,9,2,2010-07-30,2010-08-30,1
335,66934,4.634766,10,2,2010-07-30,2010-08-30,1
335,3677,4.634683,11,2,2010-07-30,2010-08-30,1
335,1218,4.63401,12,2,2010-07-30,2010-08-30,1
335,7587,4.630649,13,2,2010-07-30,2010-08-30,1
335,4422,4.625867,14,2,2010-07-30,2010-08-30,1
335,1237,4.61679,15,2,2010-07-30,2010-08-30,1
335,2959,4.61586,16,2,2010-07-30,2010-08-30,1
335,1221,4.610475,17,2,2010-07-30,2010-08-30,1
335,73881,4.60197,18,2,2010-07-30,2010-08-30,1
335,1232,4.5997,19,2,2010-07-30,2010-08-30,1
335,50,4.598146,20,2,2010-07-30,2010-08-30,1
335,97,4.594184,21,2,2010-07-30,2010-08-30,1
335,7396,4.58885,22,2,2010-07-30,2010-08-30,1
335,5618,4.588731,23,2,2010-07-30,2010-08-30,1
335,7013,4.586678,24,2,2010-07-30,2010-08-30,1
335,6016,4.585938,25,2,2010-07-30,2010-08-30,1
335,4873,4.585418,26,2,2010-07-30,2010-08-30,1
335,1201,4.58221,27,2,2010-07-30,2010-08-30,1
335,750,4.579518,28,2,2010-07-30,2010-08-30,1
335,49917,4.574854,29,2,2010-07-30,2010-08-30,1
335,4973,4.570025,30,2,2010-07-30,2010-08-30,1
335,7505,4.569991,31,2,2010-07-30,2010-08-30,1
335,3030,4.569317,32,2,2010-07-30,2010-08-30,1
335,1732,4.565046,33,2,2010-07-30,2010-08-30,1
335,7327,4.563987,34,2,2010-07-30,2010-08-30,1
335,7766,4.559764,35,2,2010-07-30,2010-08-30,1
335,527,4.559468,36,2,2010-07-30,2010-08-30,1
335,2571,4.559099,37,2,2010-07-30,2010-08-30,1
335,3819,4.555285,38,2,2010-07-30,2010-08-30,1
335,5385,4.551698,39,2,2010-07-30,2010-08-30,1
335,71108,4.549335,40,2,2010-07-30,2010-08-30,1
335,7371,4.549233,41,2,2010-07-30,2010-08-30,1
335,4427,4.547194,42,2,2010-07-30,2010-08-30,1
335,1203,4.546563,43,2,2010-07-30,2010-08-30,1
335,36363,4.545638,44,2,2010-07-30,2010-08-30,1
335,26082,4.542981,45,2,2010-07-30,2010-08-30,1
335,7669,4.542002,46,2,2010-07-30,2010-08-30,1
335,58559,4.540405,47,2,2010-07-30,2010-08-30,1
335,1281,4.539927,48,2,2010-07-30,2010-08-30,1
335,27033,4.53983,49,2,2010-07-30,2010-08-30,1
335,1213,4.539289,50,2,2010-07-30,2010-08-30,1
551,26587,4.033309,1,2,2010-07-30,2010-08-30,2
551,318,3.983829,2,2,2010-07-30,2010-08-30,2
551,6669,3.963119,3,2,2010-07-30,2010-08-30,2
551,7767,3.938533,4,2,2010-07-30,2010-08-30,2
551,2360,3.929739,5,2,2010-07-30,2010-08-30,2
551,2019,3.918234,6,2,2010-07-30,2010-08-30,2
551,858,3.912374,7,2,2010-07-30,2010-08-30,2
551,296,3.907795,8,2,2010-07-30,2010-08-30,2
551,2324,3.907072,9,2,2010-07-30,2010-08-30,2
551,66934,3.901782,10,2,2010-07-30,2010-08-30,2
551,3677,3.900697,11,2,2010-07-30,2010-08-30,2
551,1218,3.900257,12,2,2010-07-30,2010-08-30,2
551,7587,3.895947,13,2,2010-07-30,2010-08-30,2
551,4422,3.891661,14,2,2010-07-30,2010-08-30,2
551,1237,3.882492,15,2,2010-07-30,2010-08-30,2
551,2959,3.879259,16,2,2010-07-30,2010-08-30,2
551,1221,3.878198,17,2,2010-07-30,2010-08-30,2
551,78499,3.872885,18,2,2010-07-30,2010-08-30,2
551,73881,3.86952,19,2,2010-07-30,2010-08-30,2
551,1232,3.865469,20,2,2010-07-30,2010-08-30,2
551,50,3.863143,21,2,2010-07-30,2010-08-30,2
551,97,3.859115,22,2,2010-07-30,2010-08-30,2
551,5618,3.856308,23,2,2010-07-30,2010-08-30,2
551,7396,3.855171,24,2,2010-07-30,2010-08-30,2
551,7013,3.853885,25,2,2010-07-30,2010-08-30,2
551,6016,3.852556,26,2,2010-07-30,2010-08-30,2
551,4873,3.850188,27,2,2010-07-30,2010-08-30,2
551,1201,3.848194,28,2,2010-07-30,2010-08-30,2
551,750,3.846979,29,2,2010-07-30,2010-08-30,2
551,49917,3.841262,30,2,2010-07-30,2010-08-30,2
551,3030,3.835192,31,2,2010-07-30,2010-08-30,2
551,7505,3.835064,32,2,2010-07-30,2010-08-30,2
551,4973,3.833481,33,2,2010-07-30,2010-08-30,2
551,1732,3.830946,34,2,2010-07-30,2010-08-30,2
551,7327,3.828022,35,2,2010-07-30,2010-08-30,2
551,2571,3.826456,36,2,2010-07-30,2010-08-30,2
551,7766,3.824939,37,2,2010-07-30,2010-08-30,2
551,527,3.822079,38,2,2010-07-30,2010-08-30,2
551,3819,3.821584,39,2,2010-07-30,2010-08-30,2
551,5385,3.820346,40,2,2010-07-30,2010-08-30,2
551,4427,3.814789,41,2,2010-07-30,2010-08-30,2
551,7371,3.814234,42,2,2010-07-30,2010-08-30,2
551,36363,3.812285,43,2,2010-07-30,2010-08-30,2
551,71108,3.811852,44,2,2010-07-30,2010-08-30,2
551,1203,3.810959,45,2,2010-07-30,2010-08-30,2
551,7669,3.809354,46,2,2010-07-30,2010-08-30,2
551,26082,3.807931,47,2,2010-07-30,2010-08-30,2
551,58559,3.806321,48,2,2010-07-30,2010-08-30,2
551,1213,3.806055,49,2,2010-07-30,2010-08-30,2
551,27033,3.805771,50,2,2010-07-30,2010-08-30,2
909,26587,4.056558,1,2,2010-07-30,2010-08-30,1
909,318,4.00445,2,2,2010-07-30,2010-08-30,1
909,6669,3.988597,3,2,2010-07-30,2010-08-30,1
909,7767,3.963259,4,2,2010-07-30,2010-08-30,1
909,2360,3.95538,5,2,2010-07-30,2010-08-30,1
909,2019,3.943364,6,2,2010-07-30,2010-08-30,1
909,858,3.934116,7,2,2010-07-30,2010-08-30,1
909,2324,3.933944,8,2,2010-07-30,2010-08-30,1
909,296,3.930965,9,2,2010-07-30,2010-08-30,1
909,3677,3.925699,10,2,2010-07-30,2010-08-30,1
909,66934,3.925392,11,2,2010-07-30,2010-08-30,1
909,7587,3.920568,12,2,2010-07-30,2010-08-30,1
909,1218,3.920532,13,2,2010-07-30,2010-08-30,1
909,4422,3.914093,14,2,2010-07-30,2010-08-30,1
909,1237,3.907938,15,2,2010-07-30,2010-08-30,1
909,2959,3.902741,16,2,2010-07-30,2010-08-30,1
909,1221,3.898554,17,2,2010-07-30,2010-08-30,1
909,78499,3.896248,18,2,2010-07-30,2010-08-30,1
909,73881,3.893846,19,2,2010-07-30,2010-08-30,1
909,1232,3.887954,20,2,2010-07-30,2010-08-30,1
909,50,3.88571,21,2,2010-07-30,2010-08-30,1
909,97,3.884128,22,2,2010-07-30,2010-08-30,1
909,5618,3.880682,23,2,2010-07-30,2010-08-30,1
909,7396,3.878067,24,2,2010-07-30,2010-08-30,1
909,7013,3.877449,25,2,2010-07-30,2010-08-30,1
909,6016,3.875218,26,2,2010-07-30,2010-08-30,1
909,4873,3.875194,27,2,2010-07-30,2010-08-30,1
909,1201,3.872575,28,2,2010-07-30,2010-08-30,1
909,750,3.872029,29,2,2010-07-30,2010-08-30,1
909,49917,3.864672,30,2,2010-07-30,2010-08-30,1
909,3030,3.860671,31,2,2010-07-30,2010-08-30,1
909,7505,3.860236,32,2,2010-07-30,2010-08-30,1
909,7327,3.855902,33,2,2010-07-30,2010-08-30,1
909,1732,3.855826,34,2,2010-07-30,2010-08-30,1
909,4973,3.855598,35,2,2010-07-30,2010-08-30,1
909,7766,3.849558,36,2,2010-07-30,2010-08-30,1
909,3819,3.847817,37,2,2010-07-30,2010-08-30,1
909,2571,3.847574,38,2,2010-07-30,2010-08-30,1
909,527,3.846282,39,2,2010-07-30,2010-08-30,1
909,5385,3.842929,40,2,2010-07-30,2010-08-30,1
909,4427,3.840101,41,2,2010-07-30,2010-08-30,1
909,7371,3.838596,42,2,2010-07-30,2010-08-30,1
909,71108,3.838499,43,2,2010-07-30,2010-08-30,1
909,1203,3.838151,44,2,2010-07-30,2010-08-30,1
909,36363,3.835621,45,2,2010-07-30,2010-08-30,1
909,7669,3.833594,46,2,2010-07-30,2010-08-30,1
909,26082,3.832316,47,2,2010-07-30,2010-08-30,1
909,27033,3.830944,48,2,2010-07-30,2010-08-30,1
909,1281,3.829922,49,2,2010-07-30,2010-08-30,1
909,1213,3.829743,50,2,2010-07-30,2010-08-30,1
1046,26587,4.632113,1,2,2010-07-30,2010-08-30,10
1046,318,4.583151,2,2,2010-07-30,2010-08-30,10
1046,6669,4.562447,3,2,2010-07-30,2010-08-30,10
1046,7767,4.540657,4,2,2010-07-30,2010-08-30,10
1046,2360,4.534156,5,2,2010-07-30,2010-08-30,10
1046,2019,4.519988,6,2,2010-07-30,2010-08-30,10
1046,2324,4.511611,7,2,2010-07-30,2010-08-30,10
1046,296,4.508032,8,2,2010-07-30,2010-08-30,10
1046,66934,4.503147,9,2,2010-07-30,2010-08-30,10
1046,3677,4.502463,10,2,2010-07-30,2010-08-30,10
1046,1218,4.499804,11,2,2010-07-30,2010-08-30,10
1046,7587,4.497598,12,2,2010-07-30,2010-08-30,10
1046,4422,4.492135,13,2,2010-07-30,2010-08-30,10
1046,1237,4.483042,14,2,2010-07-30,2010-08-30,10
1046,73881,4.471229,15,2,2010-07-30,2010-08-30,10
1046,50,4.464999,16,2,2010-07-30,2010-08-30,10
1046,1232,4.4648,17,2,2010-07-30,2010-08-30,10
1046,97,4.462374,18,2,2010-07-30,2010-08-30,10
1046,7013,4.454538,19,2,2010-07-30,2010-08-30,10
1046,7396,4.453292,20,2,2010-07-30,2010-08-30,10
1046,4873,4.452373,21,2,2010-07-30,2010-08-30,10
1046,1201,4.449572,22,2,2010-07-30,2010-08-30,10
1046,750,4.447984,23,2,2010-07-30,2010-08-30,10
1046,49917,4.443721,24,2,2010-07-30,2010-08-30,10
1046,3030,4.437276,25,2,2010-07-30,2010-08-30,10
1046,7505,4.435804,26,2,2010-07-30,2010-08-30,10
1046,7327,4.430875,27,2,2010-07-30,2010-08-30,10
1046,7766,4.425379,28,2,2010-07-30,2010-08-30,10
1046,527,4.424853,29,2,2010-07-30,2010-08-30,10
